name,gender,total_years,peak_year,peak_count,decade
Roanna,F,1,1963,5,1960
Sherl,F,1,1963,5,1960
Sherrilynn,F,1,1963,5,1960
Suzonne,F,1,1963,5,1960
Terrilynn,F,1,1963,5,1960
Terrisa,F,1,1963,5,1960
Troylene,F,1,1963,6,1960
Cheray,F,1,1964,5,1960
Cina,F,1,1964,6,1960
Cynde,F,1,1964,9,1960
Delise,F,1,1964,5,1960
Deneene,F,1,1964,6,1960
Derrin,M,1,1964,5,1960
Dimitri,F,1,1964,5,1960
Djuna,F,1,1964,19,1960
Eugina,F,1,1964,6,1960
Garnell,M,1,1964,5,1960
Judianne,F,1,1964,5,1960
Karn,F,1,1964,7,1960
Kenn,M,1,1964,5,1960
Kimothy,M,1,1964,5,1960
Ladeana,F,1,1964,7,1960
Ladena,F,1,1964,5,1960
Marylynne,F,1,1964,5,1960
Portland,F,1,1964,5,1960
Rockne,M,1,1964,5,1960
Sanora,F,1,1964,5,1960
Shirlyn,F,1,1964,5,1960
Silton,M,1,1964,5,1960
Tangala,F,1,1964,5,1960
Tere,F,1,1964,5,1960
Tippi,F,1,1964,5,1960
Tomasina,F,1,1964,5,1960
Tonjua,F,1,1964,6,1960
Toye,F,1,1964,5,1960
Uwe,M,1,1964,5,1960
Vonzella,F,1,1964,7,1960
Yvonda,F,1,1964,5,1960
Zenovia,F,1,1964,5,1960
Angi,F,1,1965,5,1960
Davelyn,F,1,1965,6,1960
Dermott,M,1,1965,5,1960
Endora,F,1,1965,5,1960
Frederi,M,1,1965,5,1960
Jackquline,F,1,1965,5,1960
Jillaine,F,1,1965,5,1960
Joylyn,F,1,1965,5,1960
Kippy,F,1,1965,5,1960
Kristiane,F,1,1965,5,1960
Kurk,M,1,1965,5,1960
Ladawna,F,1,1965,5,1960
Lorilei,F,1,1965,6,1960
Orna,F,1,1965,5,1960
Rhonda,M,1,1965,5,1960
Roberts,M,1,1965,5,1960
Rondia,F,1,1965,5,1960
Ronnetta,F,1,1965,5,1960
Sangeeta,F,1,1965,5,1960
Semone,F,1,1965,5,1960
Sharlette,F,1,1965,5,1960
Synetta,F,1,1965,6,1960
Trenda,F,1,1965,6,1960
Vichelle,F,1,1965,5,1960
Yolunda,F,1,1965,5,1960
Agena,F,1,1966,5,1960
Albie,M,1,1966,5,1960
Alfreida,F,1,1966,5,1960
Andora,F,1,1966,6,1960
Annette,M,1,1966,5,1960
Bobi,F,1,1966,5,1960
Carrin,F,1,1966,5,1960
Charlen,F,1,1966,5,1960
Detria,F,1,1966,5,1960
Jodette,F,1,1966,5,1960
Kimla,F,1,1966,5,1960
Krystn,F,1,1966,6,1960
Lavance,M,1,1966,5,1960
Lurleen,F,1,1966,5,1960
Marshell,F,1,1966,5,1960
Saladin,M,1,1966,5,1960
Tamberly,F,1,1966,5,1960
Tammee,F,1,1966,5,1960
Tynnetta,F,1,1966,5,1960
Annmargaret,F,1,1967,6,1960
Arlisa,F,1,1967,6,1960
Benford,M,1,1967,5,1960
Breda,F,1,1967,5,1960
Cabrina,F,1,1967,5,1960
Charnette,F,1,1967,5,1960
Collen,F,1,1967,6,1960
Danene,F,1,1967,5,1960
Darnetta,F,1,1967,6,1960
Darriel,F,1,1967,5,1960
Davonne,F,1,1967,5,1960
Denyce,F,1,1967,5,1960
Herberto,M,1,1967,5,1960
Jung,M,1,1967,5,1960
Karene,F,1,1967,5,1960
Kimerly,F,1,1967,5,1960
Kristl,F,1,1967,5,1960
Lajuanna,F,1,1967,5,1960
Lasaundra,F,1,1967,5,1960
Loriene,F,1,1967,15,1960
Machell,F,1,1967,5,1960
Millette,F,1,1967,7,1960
Missi,F,1,1967,5,1960
Remus,M,1,1967,5,1960
Rhetta,F,1,1967,5,1960
Ronisue,F,1,1967,6,1960
Roselind,F,1,1967,5,1960
Rosemaria,F,1,1967,5,1960
Sallyanne,F,1,1967,5,1960
Stace,M,1,1967,6,1960
Subrena,F,1,1967,5,1960
Thimothy,M,1,1967,5,1960
Tonya,M,1,1967,5,1960
Veronda,F,1,1967,7,1960
Anabelia,F,1,1968,5,1960
Angenette,F,1,1968,6,1960
Athony,M,1,1968,6,1960
Bron,M,1,1968,5,1960
Darrie,M,1,1968,5,1960
Dawnn,F,1,1968,5,1960
Dlisa,F,1,1968,5,1960
Dulcey,F,1,1968,5,1960
Elizabe,F,1,1968,5,1960
Erineo,M,1,1968,5,1960
Flecia,F,1,1968,5,1960
Franchelle,F,1,1968,6,1960
Hilberto,M,1,1968,5,1960
Joley,F,1,1968,5,1960
Jullie,F,1,1968,6,1960
Kelene,F,1,1968,5,1960
Kerith,F,1,1968,7,1960
Kriss,F,1,1968,5,1960
Leza,F,1,1968,6,1960
Liese,F,1,1968,5,1960
Lisia,F,1,1968,5,1960
Mechell,F,1,1968,5,1960
Monti,M,1,1968,5,1960
Natina,F,1,1968,5,1960
Orpheus,M,1,1968,5,1960
Pasqualino,M,1,1968,5,1960
Romanda,F,1,1968,5,1960
Sundee,F,1,1968,5,1960
Tammatha,F,1,1968,5,1960
Trace,F,1,1968,5,1960
Adonna,F,1,1969,5,1960
Alanda,F,1,1969,6,1960
Barbarella,F,1,1969,5,1960
Bernardette,F,1,1969,6,1960
Carlton,F,1,1969,5,1960
Casilda,F,1,1969,5,1960
Cassand,F,1,1969,5,1960
Cinamon,F,1,1969,6,1960
Dal,M,1,1969,5,1960
Francelia,F,1,1969,5,1960
Jerrald,M,1,1969,5,1960
Ketsy,F,1,1969,5,1960
Kristiann,F,1,1969,5,1960
Lalanya,F,1,1969,5,1960
Lashune,F,1,1969,6,1960
Linc,M,1,1969,5,1960
Lizza,F,1,1969,5,1960
Lucecita,F,1,1969,8,1960
Lucesita,F,1,1969,5,1960
Marines,F,1,1969,6,1960
Moya,F,1,1969,7,1960
Philemon,M,1,1969,7,1960
Raejean,F,1,1969,5,1960
Rhondalyn,F,1,1969,6,1960
Shalia,F,1,1969,5,1960
Shaune,F,1,1969,5,1960
Shawnee,M,1,1969,5,1960
Sheilla,F,1,1969,5,1960
Songa,F,1,1969,5,1960
Steed,M,1,1969,5,1960
Tecia,F,1,1969,5,1960
Temre,F,1,1969,8,1960
Terena,F,1,1969,7,1960
Teresea,F,1,1969,6,1960
Trese,F,1,1969,5,1960
Trisa,F,1,1969,8,1960
Turhan,M,1,1969,6,1960
Windie,F,1,1969,6,1960
Zobeida,F,1,1969,5,1960
Alisande,F,1,1970,6,1970
Angelette,F,1,1970,5,1970
Anjenette,F,1,1970,5,1970
Charmian,F,1,1970,5,1970
Charrisse,F,1,1970,5,1970
Confesor,M,1,1970,5,1970
Delfa,F,1,1970,5,1970
Deneane,F,1,1970,5,1970
Deshon,F,1,1970,5,1970
Dione,M,1,1970,5,1970
Dove,F,1,1970,5,1970
Erinn,M,1,1970,5,1970
Evangelita,F,1,1970,5,1970
Jamas,M,1,1970,5,1970
Jud,M,1,1970,5,1970
Khristi,F,1,1970,5,1970
Kimbery,F,1,1970,5,1970
Lagina,F,1,1970,5,1970
Lasean,F,1,1970,5,1970
Lelania,F,1,1970,5,1970
Lorrene,F,1,1970,5,1970
Magalis,F,1,1970,5,1970
Mare,M,1,1970,5,1970
Marfa,F,1,1970,5,1970
Marisal,F,1,1970,8,1970
Mija,F,1,1970,5,1970
Nerida,F,1,1970,6,1970
Ngai,M,1,1970,7,1970
Noraida,F,1,1970,7,1970
Pasqua,F,1,1970,5,1970
Petula,F,1,1970,6,1970
Raymont,M,1,1970,5,1970
Renauld,M,1,1970,5,1970
Richad,M,1,1970,5,1970
Ronnell,F,1,1970,5,1970
Saby,F,1,1970,9,1970
Satonya,F,1,1970,5,1970
Shahida,F,1,1970,5,1970
Shamra,F,1,1970,5,1970
Shean,M,1,1970,5,1970
Shindana,F,1,1970,5,1970
Tanzie,F,1,1970,5,1970
Tuwana,F,1,1970,8,1970
Valecia,F,1,1970,5,1970
Valicia,F,1,1970,6,1970
Virjinia,F,1,1970,6,1970
Zenja,F,1,1970,10,1970
Zerlina,F,1,1970,5,1970
Al,F,1,1971,5,1970
Anjannette,F,1,1971,5,1970
Annastacia,F,1,1971,5,1970
Antionne,M,1,1971,5,1970
Ayodele,F,1,1971,5,1970
Buffi,F,1,1971,5,1970
Carron,F,1,1971,5,1970
Chantil,F,1,1971,5,1970
Charrise,F,1,1971,5,1970
Christropher,M,1,1971,5,1970
Corry,F,1,1971,5,1970
Cyndia,F,1,1971,5,1970
Daric,M,1,1971,5,1970
Deanna,M,1,1971,6,1970
Erryn,F,1,1971,5,1970
Fernell,M,1,1971,5,1970
Jurea,F,1,1971,6,1970
Lacheryl,F,1,1971,5,1970
Lacresia,F,1,1971,6,1970
Laini,F,1,1971,6,1970
Marice,F,1,1971,5,1970
Marizela,F,1,1971,6,1970
Marlise,F,1,1971,5,1970
Miyoshi,F,1,1971,5,1970
Rocquel,F,1,1971,5,1970
Shalayne,F,1,1971,5,1970
Sharmila,F,1,1971,5,1970
Shawnetta,F,1,1971,5,1970
Sukari,F,1,1971,5,1970
Tabby,F,1,1971,5,1970
Tarshia,F,1,1971,5,1970
Terris,M,1,1971,5,1970
Tinna,F,1,1971,5,1970
Titania,F,1,1971,5,1970
Trellany,F,1,1971,5,1970
Trevino,M,1,1971,6,1970
Tristine,F,1,1971,6,1970
Twalla,F,1,1971,5,1970
Veleka,F,1,1971,5,1970
Veronic,F,1,1971,5,1970
Yoland,F,1,1971,5,1970
Afrika,F,1,1972,7,1970
Carita,F,1,1972,5,1970
Catena,F,1,1972,6,1970
Chamisa,F,1,1972,8,1970
Chandrika,F,1,1972,5,1970
Christophere,M,1,1972,5,1970
Cinzia,F,1,1972,5,1970
Creon,M,1,1972,5,1970
Cutina,F,1,1972,5,1970
Darcus,F,1,1972,5,1970
Davinder,M,1,1972,5,1970
Dayatra,F,1,1972,6,1970
Diarra,M,1,1972,5,1970
Efstathios,M,1,1972,5,1970
Elesha,F,1,1972,5,1970
Gabor,M,1,1972,5,1970
Gecenia,F,1,1972,5,1970
Gordana,F,1,1972,5,1970
Heshimu,M,1,1972,5,1970
Jaja,M,1,1972,5,1970
Jerami,M,1,1972,5,1970
Jermon,M,1,1972,5,1970
Jory,F,1,1972,5,1970
Kafi,F,1,1972,5,1970
Kateena,F,1,1972,5,1970
Keino,M,1,1972,5,1970
Keri,M,1,1972,5,1970
Ketina,F,1,1972,5,1970
Kianga,F,1,1972,5,1970
Kila,F,1,1972,9,1970
Kowan,M,1,1972,5,1970
Lajuane,M,1,1972,7,1970
Latondra,F,1,1972,5,1970
Lerone,M,1,1972,5,1970
Malo,M,1,1972,6,1970
Marice,M,1,1972,6,1970
Maximiano,M,1,1972,5,1970
Moon,F,1,1972,6,1970
Nephtali,M,1,1972,5,1970
Rosangel,F,1,1972,6,1970
Sharine,F,1,1972,5,1970
Shawndee,F,1,1972,5,1970
Sherlita,F,1,1972,7,1970
Sherlonda,F,1,1972,6,1970
Tamasha,F,1,1972,5,1970
Tangelia,F,1,1972,6,1970
Tekela,F,1,1972,5,1970
Torina,F,1,1972,5,1970
Toussaint,M,1,1972,6,1970
Tyese,F,1,1972,5,1970
Tyhessia,F,1,1972,14,1970
Valency,F,1,1972,5,1970
Yolandra,F,1,1972,5,1970
Antion,M,1,1973,6,1970
Areti,F,1,1973,5,1970
Aswad,M,1,1973,5,1970
Bayyinah,F,1,1973,5,1970
Bobbyjo,F,1,1973,6,1970
Cariann,F,1,1973,5,1970
Chera,F,1,1973,8,1970
Cherene,F,1,1973,6,1970
Cheronda,F,1,1973,5,1970
Christol,F,1,1973,5,1970
Cidalia,F,1,1973,5,1970
Danuta,F,1,1973,5,1970
Gjon,M,1,1973,5,1970
Gumercindo,M,1,1973,6,1970
Jatana,F,1,1973,5,1970
Katena,F,1,1973,6,1970
Katonya,F,1,1973,5,1970
Keeya,F,1,1973,7,1970
Kimyata,F,1,1973,5,1970
Kindu,M,1,1973,5,1970
Kiriaki,F,1,1973,6,1970
Krisinda,F,1,1973,6,1970
Lameeka,F,1,1973,5,1970
Latayna,F,1,1973,5,1970
Liduvina,F,1,1973,5,1970
Liria,F,1,1973,5,1970
Loukisha,F,1,1973,6,1970
Lynnett,F,1,1973,5,1970
Malissia,F,1,1973,5,1970
Marlies,F,1,1973,5,1970
Mashawn,F,1,1973,5,1970
Mistee,F,1,1973,5,1970
Myree,F,1,1973,5,1970
Oneka,F,1,1973,5,1970
Pascha,F,1,1973,5,1970
Ronya,F,1,1973,5,1970
Roshell,F,1,1973,5,1970
Sagrario,F,1,1973,7,1970
Saketha,F,1,1973,5,1970
Sasheen,F,1,1973,6,1970
Shanton,M,1,1973,5,1970
Shelina,F,1,1973,5,1970
Shone,M,1,1973,5,1970
Soyini,F,1,1973,5,1970
Sundae,F,1,1973,5,1970
Tarris,M,1,1973,5,1970
Teria,F,1,1973,5,1970
Tyhesha,F,1,1973,5,1970
Vashon,F,1,1973,5,1970
Yumeka,F,1,1973,7,1970
Ahmid,M,1,1974,5,1970
Arlana,F,1,1974,5,1970
Bardo,M,1,1974,5,1970
Caliph,M,1,1974,8,1970
Carlson,M,1,1974,5,1970
Carriann,F,1,1974,5,1970
Chancy,M,1,1974,6,1970
Chaney,M,1,1974,5,1970
Charnissa,F,1,1974,5,1970
Charron,F,1,1974,5,1970
Chastidy,F,1,1974,6,1970
Cherlene,F,1,1974,6,1970
Christe,F,1,1974,5,1970
Cicily,F,1,1974,7,1970
Damon,F,1,1974,7,1970
Demetrica,F,1,1974,6,1970
Erico,M,1,1974,6,1970
Genene,F,1,1974,5,1970
Gittle,F,1,1974,5,1970
Heith,M,1,1974,8,1970
Kwane,M,1,1974,5,1970
Lakisa,F,1,1974,5,1970
Lamarr,F,1,1974,5,1970
Larinda,F,1,1974,5,1970
Lasharn,F,1,1974,5,1970
Lebarron,M,1,1974,6,1970
Lonzell,M,1,1974,5,1970
Marcea,F,1,1974,5,1970
Meika,F,1,1974,5,1970
Montressa,F,1,1974,6,1970
Morning,F,1,1974,5,1970
Narcedalia,F,1,1974,5,1970
Oba,M,1,1974,5,1970
Oded,M,1,1974,6,1970
Patches,F,1,1974,5,1970
Patrcia,F,1,1974,5,1970
Romon,M,1,1974,5,1970
Roshon,F,1,1974,5,1970
Savalas,M,1,1974,8,1970
Seandra,F,1,1974,6,1970
Shawndell,F,1,1974,7,1970
Shontrell,F,1,1974,6,1970
Shuntel,F,1,1974,5,1970
Tacuma,M,1,1974,7,1970
Talonda,F,1,1974,5,1970
Tanda,F,1,1974,5,1970
Tarika,F,1,1974,5,1970
Tennesha,F,1,1974,5,1970
Terressa,F,1,1974,5,1970
Tiaa,F,1,1974,5,1970
Tieysha,F,1,1974,6,1970
Tika,F,1,1974,5,1970
Timitra,F,1,1974,5,1970
Trinetta,F,1,1974,5,1970
Alterick,M,1,1975,7,1970
Aprill,F,1,1975,5,1970
Ato,M,1,1975,6,1970
Aurohom,M,1,1975,5,1970
Boban,M,1,1975,5,1970
Branko,M,1,1975,5,1970
Carrianne,F,1,1975,5,1970
Carrieanne,F,1,1975,5,1970
Cayce,M,1,1975,5,1970
Chaffee,M,1,1975,5,1970
Cresta,F,1,1975,6,1970
Daffney,F,1,1975,5,1970
Damain,M,1,1975,5,1970
Damika,F,1,1975,5,1970
Daphanie,F,1,1975,5,1970
Disa,F,1,1975,5,1970
Elita,F,1,1975,5,1970
Fontaine,M,1,1975,5,1970
Genee,F,1,1975,5,1970
Jency,F,1,1975,5,1970
Jeneane,F,1,1975,6,1970
Joyell,F,1,1975,10,1970
Kajuana,F,1,1975,5,1970
Kalimah,F,1,1975,5,1970
Karim,F,1,1975,6,1970
Kelee,F,1,1975,5,1970
Kenyatte,M,1,1975,5,1970
Kiron,M,1,1975,5,1970
Kresta,F,1,1975,5,1970
Kutana,F,1,1975,5,1970
Laconya,F,1,1975,5,1970
Lakeisa,F,1,1975,6,1970
Laquan,F,1,1975,5,1970
Lasean,M,1,1975,7,1970
Lashond,F,1,1975,5,1970
Latoy,F,1,1975,7,1970
Leasha,F,1,1975,5,1970
Manrique,M,1,1975,5,1970
Megin,F,1,1975,5,1970
Melveen,F,1,1975,5,1970
Monyette,F,1,1975,5,1970
Nilka,F,1,1975,6,1970
Normajean,F,1,1975,5,1970
Okema,F,1,1975,7,1970
Paraskevi,F,1,1975,5,1970
Quovadis,F,1,1975,6,1970
Ramey,M,1,1975,6,1970
Rashada,F,1,1975,5,1970
Rodric,M,1,1975,5,1970
Sadiga,F,1,1975,5,1970
Safet,M,1,1975,5,1970
Sharema,F,1,1975,6,1970
Sharrieff,M,1,1975,5,1970
Shinika,F,1,1975,5,1970
Taneya,F,1,1975,5,1970
Tannisha,F,1,1975,5,1970
Timiko,F,1,1975,5,1970
Toka,F,1,1975,5,1970
Tomara,F,1,1975,5,1970
Unborn,M,1,1975,7,1970
Venicia,F,1,1975,5,1970
Airrion,M,1,1976,5,1970
Akiba,F,1,1976,7,1970
Altarik,M,1,1976,5,1970
Arnetra,F,1,1976,5,1970
Austreberto,M,1,1976,5,1970
Bas,F,1,1976,5,1970
Brahin,M,1,1976,5,1970
Chanita,F,1,1976,5,1970
Charene,F,1,1976,5,1970
Cheramie,F,1,1976,5,1970
Coby,F,1,1976,5,1970
Corrinna,F,1,1976,7,1970
Danyale,M,1,1976,5,1970
Danyell,M,1,1976,6,1970
Deshone,F,1,1976,5,1970
Deshundra,F,1,1976,5,1970
Eleftheria,F,1,1976,5,1970
Faline,F,1,1976,5,1970
Gaudy,F,1,1976,8,1970
Geeta,F,1,1976,6,1970
Ghislaine,F,1,1976,5,1970
Hameed,M,1,1976,5,1970
Jaima,F,1,1976,5,1970
Jamiyl,M,1,1976,8,1970
Jamiylah,F,1,1976,5,1970
Jammi,F,1,1976,5,1970
Jammy,M,1,1976,5,1970
Jebediah,M,1,1976,5,1970
Katiuscia,F,1,1976,5,1970
Lalita,F,1,1976,7,1970
Laquinthia,F,1,1976,5,1970
Meesha,F,1,1976,5,1970
Meggin,F,1,1976,5,1970
Mirasol,F,1,1976,5,1970
Moani,F,1,1976,5,1970
Natara,F,1,1976,5,1970
Omotayo,F,1,1976,5,1970
Quanah,M,1,1976,5,1970
Rama,M,1,1976,6,1970
Rodregus,M,1,1976,5,1970
Ronee,F,1,1976,6,1970
Sakara,F,1,1976,5,1970
Shawnn,M,1,1976,5,1970
Sheeba,F,1,1976,5,1970
Shekina,F,1,1976,5,1970
Snezana,F,1,1976,5,1970
Sobeida,F,1,1976,5,1970
Sotiria,F,1,1976,5,1970
Suehay,F,1,1976,6,1970
Taneil,F,1,1976,5,1970
Tangee,F,1,1976,5,1970
Tanikqua,F,1,1976,5,1970
Tejuana,F,1,1976,5,1970
Tierre,M,1,1976,9,1970
Tiheim,M,1,1976,5,1970
Tishana,F,1,1976,7,1970
Tomesha,F,1,1976,5,1970
Tulani,F,1,1976,5,1970
Undray,M,1,1976,5,1970
Valdez,M,1,1976,5,1970
Vontresa,F,1,1976,5,1970
Zondra,F,1,1976,5,1970
Abayomi,M,1,1977,6,1970
Abiola,F,1,1977,5,1970
Antiono,M,1,1977,5,1970
Azell,M,1,1977,6,1970
Caprice,M,1,1977,5,1970
Carianne,F,1,1977,6,1970
Charmine,F,1,1977,5,1970
Chauntelle,F,1,1977,5,1970
Deliah,F,1,1977,6,1970
Deonne,F,1,1977,5,1970
Desere,F,1,1977,5,1970
Deshannon,F,1,1977,6,1970
Devanand,M,1,1977,5,1970
Galadriel,F,1,1977,5,1970
Ikesha,F,1,1977,5,1970
Jamala,F,1,1977,5,1970
Kachina,F,1,1977,5,1970
Kameka,F,1,1977,6,1970
Kasheen,M,1,1977,5,1970
Keyanta,F,1,1977,5,1970
Khaalis,M,1,1977,6,1970
Kima,F,1,1977,5,1970
Kimitra,F,1,1977,6,1970
Kinta,F,1,1977,6,1970
Kristien,F,1,1977,7,1970
Laconda,F,1,1977,5,1970
Ladina,F,1,1977,5,1970
Lakeeta,F,1,1977,5,1970
Lakessa,F,1,1977,5,1970
Lancer,M,1,1977,5,1970
Laquitha,F,1,1977,6,1970
Latamara,F,1,1977,5,1970
Lynea,F,1,1977,5,1970
Manoj,M,1,1977,5,1970
Marky,M,1,1977,6,1970
Melitza,F,1,1977,5,1970
Muslimah,F,1,1977,6,1970
Myshia,F,1,1977,5,1970
Nixaliz,F,1,1977,5,1970
Nuri,M,1,1977,5,1970
Omolola,F,1,1977,6,1970
Orquidea,F,1,1977,5,1970
Prairie,F,1,1977,6,1970
Samona,F,1,1977,5,1970
Serrita,F,1,1977,5,1970
Shameen,F,1,1977,6,1970
Shylo,F,1,1977,5,1970
Sita,F,1,1977,7,1970
Sonceria,F,1,1977,5,1970
Suhaill,F,1,1977,13,1970
Tamekka,F,1,1977,5,1970
Tammika,F,1,1977,5,1970
Tavare,M,1,1977,5,1970
Teniqua,F,1,1977,5,1970
Tennile,F,1,1977,5,1970
Tevis,M,1,1977,6,1970
Tomeca,F,1,1977,5,1970
Yarnell,F,1,1977,5,1970
Ydania,F,1,1977,5,1970
Aderonke,F,1,1978,6,1970
Ageliki,F,1,1978,5,1970
Altonio,M,1,1978,5,1970
Arnetia,F,1,1978,5,1970
Betheny,F,1,1978,5,1970
Biju,M,1,1978,5,1970
Brannan,M,1,1978,5,1970
Carinne,F,1,1978,6,1970
Cerrone,M,1,1978,7,1970
Chequita,F,1,1978,5,1970
Chrisie,F,1,1978,5,1970
Cleason,M,1,1978,5,1970
Cristalle,F,1,1978,5,1970
Delinah,F,1,1978,5,1970
Dvid,M,1,1978,5,1970
Enchantra,F,1,1978,5,1970
Evagelos,M,1,1978,5,1970
Fatmir,M,1,1978,5,1970
Guisela,F,1,1978,5,1970
Hassan,F,1,1978,5,1970
Helder,M,1,1978,5,1970
Jaquay,F,1,1978,5,1970
Jedadiah,M,1,1978,6,1970
Jeremia,M,1,1978,7,1970
Karema,F,1,1978,6,1970
Katira,F,1,1978,5,1970
Kenyetta,M,1,1978,6,1970
Ketra,F,1,1978,5,1970
Ketrick,M,1,1978,7,1970
Kissie,F,1,1978,5,1970
Lakema,F,1,1978,5,1970
Latronda,F,1,1978,5,1970
Lynee,F,1,1978,5,1970
Mandy,M,1,1978,6,1970
Maxi,F,1,1978,5,1970
Myrian,F,1,1978,5,1970
Nate,F,1,1978,6,1970
Natoshia,F,1,1978,5,1970
Nikema,F,1,1978,5,1970
Nimesh,M,1,1978,6,1970
Quanika,F,1,1978,5,1970
Rokisha,F,1,1978,5,1970
Samehesha,F,1,1978,5,1970
Scherrie,F,1,1978,5,1970
Sha,M,1,1978,5,1970
Shajuana,F,1,1978,5,1970
Shamal,M,1,1978,5,1970
Shannan,M,1,1978,5,1970
Shantina,F,1,1978,5,1970
Shantrelle,F,1,1978,6,1970
Shareefah,F,1,1978,6,1970
Shaunte,M,1,1978,6,1970
Shawnta,M,1,1978,5,1970
Shin,M,1,1978,5,1970
Shinita,F,1,1978,5,1970
Stony,M,1,1978,5,1970
Talibah,F,1,1978,6,1970
Tamecia,F,1,1978,5,1970
Tekesha,F,1,1978,5,1970
Trampus,M,1,1978,6,1970
Wadeeah,F,1,1978,5,1970
Akeela,F,1,1979,8,1970
Akeisha,F,1,1979,5,1970
Alicha,F,1,1979,5,1970
Amalin,F,1,1979,6,1970
Amalyn,F,1,1979,5,1970
Antoinne,M,1,1979,5,1970
Ashford,M,1,1979,5,1970
Catiria,F,1,1979,5,1970
Charae,F,1,1979,5,1970
Chrissa,F,1,1979,5,1970
Comfort,F,1,1979,5,1970
Crissa,F,1,1979,5,1970
Crissie,F,1,1979,5,1970
Damian,F,1,1979,5,1970
Dannon,M,1,1979,5,1970
Darik,M,1,1979,5,1970
Debralee,F,1,1979,5,1970
Denishia,F,1,1979,5,1970
Deshaun,F,1,1979,5,1970
Ebelia,F,1,1979,5,1970
Ebon,M,1,1979,6,1970
Glendaliz,F,1,1979,6,1970
Harrington,M,1,1979,5,1970
Ifeoma,F,1,1979,5,1970
Jamal,F,1,1979,6,1970
Jameca,F,1,1979,5,1970
Kathiria,F,1,1979,6,1970
Kawaski,M,1,1979,5,1970
Kaysi,F,1,1979,5,1970
Krisi,F,1,1979,5,1970
Kwana,F,1,1979,5,1970
Lacrisha,F,1,1979,5,1970
Lashonna,F,1,1979,5,1970
Lataurus,M,1,1979,5,1970
Latonga,F,1,1979,5,1970
Latorria,F,1,1979,6,1970
Latressa,F,1,1979,5,1970
Lawandra,F,1,1979,5,1970
Lemond,M,1,1979,5,1970
Maki,F,1,1979,5,1970
Mayling,F,1,1979,5,1970
Mikiala,F,1,1979,5,1970
Mondo,M,1,1979,5,1970
Napua,F,1,1979,6,1970
Nicholl,F,1,1979,6,1970
Nikea,F,1,1979,7,1970
Reannon,F,1,1979,5,1970
Remberto,M,1,1979,5,1970
Reynard,M,1,1979,5,1970
Rockell,F,1,1979,5,1970
Shaheerah,F,1,1979,6,1970
Shanah,F,1,1979,5,1970
Sharron,M,1,1979,5,1970
Shavaun,F,1,1979,5,1970
Shivon,F,1,1979,5,1970
Shunte,F,1,1979,5,1970
Shuronda,F,1,1979,5,1970
Shwanda,F,1,1979,5,1970
Taesha,F,1,1979,5,1970
Tavon,F,1,1979,5,1970
Temeika,F,1,1979,5,1970
Tessy,F,1,1979,5,1970
Thunder,M,1,1979,5,1970
Torrell,M,1,1979,5,1970
Tyrhonda,F,1,1979,5,1970
Vernee,F,1,1979,7,1970
Yamira,F,1,1979,6,1970
Ameet,M,1,1980,5,1980
Anjail,F,1,1980,6,1980
Bassel,M,1,1980,5,1980
Camerino,M,1,1980,5,1980
Catrena,F,1,1980,5,1980
Charito,F,1,1980,6,1980
Chenique,F,1,1980,5,1980
Correne,F,1,1980,5,1980
Deshawnda,F,1,1980,5,1980
Dewana,F,1,1980,6,1980
Edica,F,1,1980,5,1980
Eleftherios,M,1,1980,5,1980
Fareeda,F,1,1980,5,1980
Hilda,M,1,1980,5,1980
Ilea,F,1,1980,5,1980
Jamill,M,1,1980,5,1980
Jemaine,M,1,1980,6,1980
Jemar,M,1,1980,6,1980
Jennett,F,1,1980,5,1980
Josph,M,1,1980,5,1980
Kameisha,F,1,1980,5,1980
Ketan,M,1,1980,9,1980
Lasheika,F,1,1980,5,1980
Laterrance,M,1,1980,5,1980
Latima,F,1,1980,6,1980
Latoi,F,1,1980,5,1980
Latoyna,F,1,1980,5,1980
Latrease,F,1,1980,5,1980
Lloana,F,1,1980,5,1980
Mareco,M,1,1980,7,1980
Mareo,M,1,1980,5,1980
Meoshia,F,1,1980,5,1980
Moises,F,1,1980,6,1980
Monquie,F,1,1980,5,1980
Nadina,F,1,1980,5,1980
Nafeesa,F,1,1980,7,1980
Nakema,F,1,1980,5,1980
Nykea,F,1,1980,5,1980
Orasio,M,1,1980,5,1980
Osei,M,1,1980,5,1980
Puanani,F,1,1980,9,1980
Quavis,M,1,1980,5,1980
Quinette,F,1,1980,5,1980
Rahshawn,M,1,1980,5,1980
Ranata,F,1,1980,6,1980
Rasheim,M,1,1980,7,1980
Raynelle,F,1,1980,7,1980
Renota,F,1,1980,6,1980
Reuel,M,1,1980,5,1980
Ronata,F,1,1980,5,1980
Ronique,F,1,1980,5,1980
Saajida,F,1,1980,5,1980
Santresa,F,1,1980,7,1980
Semiko,F,1,1980,5,1980
Shaletha,F,1,1980,5,1980
Shametria,F,1,1980,5,1980
Shandria,F,1,1980,5,1980
Shanetra,F,1,1980,5,1980
Shariyf,M,1,1980,5,1980
Shoshannah,F,1,1980,5,1980
Sotirios,M,1,1980,5,1980
Tamarie,F,1,1980,5,1980
Taralynn,F,1,1980,5,1980
Taria,F,1,1980,5,1980
Tasheba,F,1,1980,6,1980
Tauheed,M,1,1980,5,1980
Tekisha,F,1,1980,5,1980
Terek,M,1,1980,6,1980
Tianne,F,1,1980,7,1980
